Accession,Species,Genus,Family,Length,Host,GenBank_Title
MH271304,Microbacterium phage Metamorphoo,,Siphoviridae,54148,Microbacterium paraoxydans,"Microbacterium phage Metamorphoo, complete genome"
MH271305,Gordonia phage Morrissey,Gustavvirus,Siphoviridae,44924,Gordonia terrae,"Gordonia phage Morrissey, complete genome"
MH271306,Rhodococcus phage Nancinator,Rerduovirus,Siphoviridae,45936,Rhodococcus erythropolis,"Rhodococcus phage Nancinator, complete genome"
MH271307,Microbacterium phage OlinDD,,Siphoviridae,63123,Microbacterium paraoxydans,"Microbacterium phage OlinDD, complete genome"
MH271308,Microbacterium phage Percival,,Siphoviridae,47364,Microbacterium foliorum,"Microbacterium phage Percival, complete genome"
MH271309,Rhodococcus phage Phrankenstein,Rerduovirus,Siphoviridae,46540,Rhodococcus erythropolis,"Rhodococcus phage Phrankenstein, complete genome"
MH271310,Microbacterium phage Pioneer3,,Siphoviridae,62954,Microbacterium paraoxydans,"Microbacterium phage Pioneer3, complete genome"
MH271311,Rhodococcus phage Rasputin,Rerduovirus,Siphoviridae,46568,Rhodococcus erythropolis,"Rhodococcus phage Rasputin, complete genome"
MH271312,Microbacterium phage RobsFeet,,Siphoviridae,54189,Microbacterium paraoxydans,"Microbacterium phage RobsFeet, complete genome"
MH271313,Gordonia phage Suzy,,Siphoviridae,67118,Gordonia terrae,"Gordonia phage Suzy, complete genome"
MH271314,Rhodococcus phage Swann,Rerduovirus,Siphoviridae,46596,Rhodococcus erythropolis,"Rhodococcus phage Swann, complete genome"
MH271315,Rhodococcus phage Takoda,Rerduovirus,Siphoviridae,46807,Rhodococcus erythropolis,"Rhodococcus phage Takoda, complete genome"
MH271316,Microbacterium phage Tandem,,Siphoviridae,63128,Microbacterium paraoxydans,"Microbacterium phage Tandem, complete genome"
MH271317,Corynebacterium phage TouchMeNot,Poushouvirus,Siphoviridae,40526,Corynebacterium vitaeruminis,"Corynebacterium phage TouchMeNot, complete genome"
MH271318,Gordonia phage Trine,Gustavvirus,Siphoviridae,43758,Gordonia terrae,"Gordonia phage Trine, complete genome"
MH271319,Rhodococcus phage UhSalsa,Rerduovirus,Siphoviridae,46539,Rhodococcus erythropolis,"Rhodococcus UhSalsa, complete genome"
MH271320,Microbacterium phage Zeta1847,,Siphoviridae,47921,Microbacterium paraoxydans,"Microbacterium phage Zeta1847, complete genome"
MH271321,Microbacterium phage Quhwah,,Siphoviridae,53549,Microbacterium foliorum,"Microbacterium phage Quhwah, complete genome"
MH285980,Escherichia phage Eco_BIFF,Tunavirus,Siphoviridae,49372,Escherichia coli K-12,"Escherichia phage Eco_BIFF, complete genome"
MH316561,Mycobacterium phage Derek,Bixzunavirus,Myoviridae,156199,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Derek, complete genome"
MH316562,Mycobacterium phage Erk16,Plotvirus,Siphoviridae,64877,Mycobacterium,"Mycobacterium phage Erk16, complete genome"
MH316563,Mycobacterium phage Hookmount,Fromanvirus,Siphoviridae,50061,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Hookmount, complete genome"
MH316564,Mycobacterium phage Koella,Cheoctovirus,Siphoviridae,54118,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Koella, complete genome"
MH316565,Mycobacterium phage Mortcellus,Pipefishvirus,Siphoviridae,69800,Mycobacterium,"Mycobacterium phage Mortcellus, complete genome"
MH316566,Gordonia phage Nedarya,Soupsvirus,Siphoviridae,53140,Gordonia terrae,"Gordonia phage Nedarya, complete genome"
MH316567,Mycobacterium phage ParkTD,Bixzunavirus,Myoviridae,155006,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage ParkTD, complete genome"
MH316568,Mycobacterium phage Phleuron,Pegunavirus,Siphoviridae,68527,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Phleuron, complete genome"
MH316569,Rhodococcus phage Shuman,Rerduovirus,Siphoviridae,46544,Rhodococcus erythropolis,"Rhodococcus phage Shuman, complete genome"
MH316570,Mycobacterium phage Silvafighter,Charlievirus,Siphoviridae,43243,Mycobacterium,"Mycobacterium phage Silvafighter, complete genome"
MH333064,Klebsiella phage Mineola,Jiaodavirus,Myoviridae,166130,Klebsiella pneumoniae,"Klebsiella phage Mineola, complete genome"
MH356729,Pseudomonas phage LP14,Litunavirus,Podoviridae,73080,Pseudomonas aeruginosa,"Pseudomonas phage LP14, complete genome"
MH356730,Staphylococcus phage VB-SauS-SA2,Sextaecvirus,Siphoviridae,89055,Staphylococcus aureus,"Staphylococcus phage VB-SauS-SA2, complete genome"
MH358359,Salmonella phage vB_SpuS_Sp4,Jerseyvirus,Siphoviridae,43614,Salmonella sp.,"Salmonella phage vB_SpuS_Sp4, complete genome"
MH358458,Escherichia phage phi G17,Gamaleyavirus,Podoviridae,68270,Escherichia coli,"Escherichia phage phi G17, complete genome"
MH359124,Escherichia phage SF,Mosigvirus,Myoviridae,168695,Escherichia coli O157:H7,"Escherichia phage SF, complete genome"
MH375074,Enterococcus phage LY0323,Efquatrovirus,Siphoviridae,40876,Enterococcus faecalis,"Enterococcus phage LY0323, complete genome"
MH445500,Alteromonas phage JH01,,Siphoviridae,46500,Alteromonas marina,"Alteromonas phage JH01, complete genome"
MH491968,Escherichia phage LL5,Tlsvirus,Siphoviridae,49788,Escherichia,"Escherichia phage LL5, complete genome"
MH518298,Pseudomonas phage SCYZ1,Krylovvirus,Podoviridae,47475,Pseudomonas fluorescens,"Pseudomonas phage SCYZ1, complete genome"
MH539650,Siphoviridae sp.,,Siphoviridae,55732,,"Siphoviridae sp. isolate ctcf5, complete genome"
KY381600,Lactobacillus phage P2,,Siphoviridae,77937,Lactobacillus plantarum,"Lactobacillus phage P2, complete genome"
MF893341,Ralstonia phage RPSC1,,Podoviridae,39628,Ralstonia solanacearum,"Ralstonia phage RPSC1, complete genome"
MG748547,Escherichia phage EP75,Kuttervirus,Ackermannviridae,158143,Escherichia sp.,"Escherichia phage EP75, complete genome"
MG748548,Escherichia phage EP335,Kuravirus,Podoviridae,76622,Escherichia sp.,"Escherichia phage EP335, complete genome"
MF346933,Lactococcus phage vB_Llc_bIBBF14,Skunavirus,Siphoviridae,29837,Lactococcus lactis,"Lactococcus phage vB_Llc_bIBBF14, complete genome"
MF418016,Bacillus phage vB_BceM-HSE3,,Myoviridae,124002,Bacillus cereus,"Bacillus phage vB_BceM-HSE3, complete genome"
MG020111,Lactobacillus phage Lb,,Myoviridae,43416,Lactobacillus brevis ATCC 367,"Lactobacillus phage Lb, complete genome"
MG022439,Phage 203,Vequintavirus,Myoviridae,138073,,"Phage 203, complete genome"
MG022440,Phage 206,Vequintavirus,Myoviridae,138073,,"Phage 206, complete genome"
MG253647,Lactococcus phage vB_Llc_bIBB5g1,Skunavirus,Siphoviridae,30132,Lactococcus lactis,"Lactococcus phage vB_Llc_bIBB5g1, complete genome"
MG253648,Lactococcus phage vB_Llc_bIBB14s,Skunavirus,Siphoviridae,30249,Lactococcus lactis,"Lactococcus phage vB_Llc_bIBB14s, complete genome"
MG253649,Lactococcus phage vB_Llc_bIBB24tp1,Skunavirus,Siphoviridae,29736,Lactococcus lactis,"Lactococcus phage vB_Llc_bIBB24tp1, complete genome"
MG253650,Lactococcus phage vB_Llc_bIBB77s,Skunavirus,Siphoviridae,29423,Lactococcus lactis,"Lactococcus phage vB_Llc_bIBB77s, complete genome"
MG253651,Lactococcus phage vB_Llc_bIBBEg1,Skunavirus,Siphoviridae,29659,Lactococcus lactis,"Lactococcus phage vB_Llc_bIBBEg1, complete genome"
MG253652,Lactococcus phage vB_Llc_bIBBF12,Skunavirus,Siphoviridae,29454,Lactococcus lactis,"Lactococcus phage vB_Llc_bIBBF12, complete genome"
MG253653,Lactococcus phage vB_Llc_bIBBF13,Skunavirus,Siphoviridae,29374,Lactococcus lactis,"Lactococcus phage vB_Llc_bIBBF13, complete genome"
MH510266,Inoviridae sp.,,Inoviridae,3444,,"Inoviridae sp. isolate ctbc29, complete genome"
MH510269,Microvirus sp.,,Microviridae,7153,,"Microvirus sp. isolate ctba19, complete genome"
MH510271,Microvirus sp.,,Microviridae,4336,,"Microvirus sp. isolate ctbe1, complete genome"
MH510273,Microvirus sp.,,Microviridae,6444,,"Microvirus sp. isolate ctbg7, complete genome"
MH510275,Myoviridae sp.,,Myoviridae,33245,,"Myoviridae sp. isolate ctgg12, complete genome"
MH510277,Podoviridae sp. ctfa10,,Podoviridae,13594,,"Podoviridae sp. isolate ctfa10, complete genome"
MH511048,Podoviridae sp. ctbh1,,Siphoviridae,45788,,"Podoviridae sp. isolate ctbh1, complete genome"
MF740800,Salmonella phage vB_SenM_PA13076,,Myoviridae,52474,Salmonella enterica subsp. enterica serovar Enteritidis,"Salmonella phage vB_SenM_PA13076, complete genome"
MH153809,Gordonia phage Sitar,Vividuovirus,Siphoviridae,59641,Gordonia terrae,"Gordonia phage Sitar, complete genome"
MH220877,Oenococcus phage phiOE33PA,,Siphoviridae,39866,Oenococcus oeni,"Oenococcus phage phiOE33PA, complete genome"
AP018714,Enterococcus phage phiEF17H,Kochikohdavirus,Herelleviridae,143638,Enterococcus,"Enterococcus phage phiEF17H DNA, complete sequence"
AP018715,Enterococcus phage phiM1EF22,Kochikohdavirus,Herelleviridae,143046,Enterococcus,"Enterococcus phage phiM1EF22 DNA, complete sequence"
KY971609,Pseudomonas phage PspYZU01,,Siphoviridae,58279,Pseudomonas sp.,"Pseudomonas phage PspYZU01, complete genome"
KY971610,Pseudomonas phage PspYZU05,,Myoviridae,166442,Pseudomonas sp.,"Pseudomonas phage PspYZU05, complete genome"
KY971611,Pseudomonas phage PspYZU08,Teseptimavirus,Podoviridae,40184,Pseudomonas sp.,"Pseudomonas phage PspYZU08, complete genome"
KY450753,Klebsiella phage SH-Kp 152234,Przondovirus,Podoviridae,40578,Klebsiella pneumoniae,"UNVERIFIED: Klebsiella phage SH-Kp 152234, complete genome"
KY575286,Klebsiella phage SH-Kp 160016,Webervirus,Siphoviridae,49170,Klebsiella pneumoniae,"UNVERIFIED: Klebsiella phage SH-Kp 160016, complete genome"
MF101922,Ruegeria phage DSS3-P22,,Microviridae,4248,Ruegeria pomeroyi DSS-3,"Ruegeria phage DSS3-P22, complete genome"
MH000602,Streptococcus phage D5842,Moineauvirus,Siphoviridae,36501,Streptococcus sp.,"Streptococcus phage D5842, complete genome"
MH000603,Streptococcus phage D1024,Moineauvirus,Siphoviridae,37757,Streptococcus thermophilus,"Streptococcus phage D1024, complete genome"
MH000604,Streptococcus phage D1811,Moineauvirus,Siphoviridae,34083,Streptococcus thermophilus,"Streptococcus phage D1811, complete genome"
MH153799,Microbacterium phage Appa,,Siphoviridae,38684,Microbacterium foliorum,"Microbacterium phage Appa, complete genome"
MH153800,Microbacterium phage Camille,,Siphoviridae,53097,Microbacterium foliorum,"Microbacterium phage Camille, complete genome"
MH153801,Microbacterium phage Count,,Siphoviridae,78922,Microbacterium foliorum,"Microbacterium phage Count, complete genome"
MH153802,Microbacterium phage Gargoyle,Ilzatvirus,Siphoviridae,41803,Microbacterium foliorum,"Microbacterium phage Gargoyle, complete genome"
MH153803,Microbacterium phage Hyperion,,Siphoviridae,61769,Microbacterium foliorum,"Microbacterium phage Hyperion, complete genome"
MH153804,Rhodococcus phage Jace,,Siphoviridae,53912,Rhodococcus erythropolis,"Rhodococcus phage Jace, complete genome"
MH153805,Microbacterium phage Martin,Ilzatvirus,Siphoviridae,41812,Microbacterium foliorum,"Microbacterium phage Martin, complete genome"
MH153806,Microbacterium phage Oats,Ilzatvirus,Siphoviridae,41555,Microbacterium foliorum,"Microbacterium phage Oats, complete genome"
MH153807,Rhodococcus phage Peregrin,Weaselvirus,Siphoviridae,133006,Rhodococcus erythropolis,"Rhodococcus phage Peregrin, complete genome"
MH153808,Gordonia phage Petra,,Siphoviridae,52304,Gordonia westfalica,"Gordonia phage Petra, complete genome"
MH153810,Gordonia virus Sour,Sourvirus,Siphoviridae,61670,Gordonia terrae,"Gordonia phage Sour, complete genome"
MH153811,Microbacterium phage Teagan,Ilzatvirus,Siphoviridae,41793,Microbacterium foliorum,"Microbacterium phage Teagan, complete genome"
MH153812,Rhodococcus phage Grayson,Weaselvirus,Siphoviridae,131801,Rhodococcus erythropolis,"Rhodococcus phage Grayson, complete genome"
MH153813,Microbacterium phage Squash,,Siphoviridae,62312,Microbacterium foliorum,"Microbacterium phage Squash, complete genome"
MH155864,Mycobacterium phage Beauxregard13,Fromanvirus,Siphoviridae,50884,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Beauxregard13, complete genome"
MH155865,Mycobacterium phage BobaPhett,Cheoctovirus,Siphoviridae,59815,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage BobaPhett, complete genome"
MH155866,Mycobacterium phage Byougenkin,Cheoctovirus,Siphoviridae,54685,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Byougenkin, complete genome"
MH155867,Gordonia phage Easley,,Siphoviridae,46717,Gordonia terrae,"Gordonia phage Easley, complete genome"
MH155868,Streptomyces phage FlowerPower,,Podoviridae,46133,Streptomyces scabiei,"Streptomyces phage FlowerPower, complete genome"
MH155869,Streptomyces phage HotFries,Scapunavirus,Siphoviridae,43699,Streptomyces scabiei,"Streptomyces phage HotFries, complete genome"
MH155870,Streptomyces phage Ibantik,,Siphoviridae,56362,Streptomyces lividans,"Streptomyces phage Ibantik, complete genome"
MH155871,Mycobacterium phage Mattes,Cheoctovirus,Siphoviridae,58074,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Mattes, complete genome"
MH155872,Streptomyces phage Moozy,Scapunavirus,Siphoviridae,43545,Streptomyces scabiei,"Streptomyces phage Moozy, complete genome"
MH155873,Microbacterium phage Paschalis,,Siphoviridae,52935,Microbacterium foliorum,"Microbacterium phage Paschalis, complete genome"
MH155874,Mycobacterium phage PhrankReynolds,Pegunavirus,Siphoviridae,68721,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage PhrankReynolds, complete genome"
MH155875,Mycobacterium phage Pipcraft,Fromanvirus,Siphoviridae,51376,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Pipcraft, complete genome"
MH155876,Mycobacterium phage Priamo,Fromanvirus,Siphoviridae,51633,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Priamo, complete genome"
MH155877,Streptomyces phage Rainydai,Bingvirus,Siphoviridae,57623,Streptomyces scabiei,"Streptomyces phage Rainydai, complete genome"
MH155878,Streptomyces phage RavenPuff,Scapunavirus,Siphoviridae,43709,Streptomyces scabiei,"Streptomyces phage RavenPuff, complete genome"
MH155879,Mycobacterium phage Relief,Fromanvirus,Siphoviridae,51368,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Relief, complete genome"
MH155880,Streptomyces phage SendItCS,Bingvirus,Siphoviridae,55993,Streptomyces scabiei,"Streptomyces phage SendItCS, complete genome"
MH171093,Streptomyces phage Rana,Likavirus,Siphoviridae,50980,Streptomyces griseus,"Streptomyces phage Rana, complete genome"
MH171094,Streptomyces phage Nabi,Likavirus,Siphoviridae,51127,Streptomyces griseus,"Streptomyces phage Nabi, complete genome"
MH171095,Streptomyces phage Maneekul,Likavirus,Siphoviridae,51612,Streptomyces xanthochromogenes,"Streptomyces phage Maneekul, complete genome"
MH171096,Streptomyces phage Eddasa,Likavirus,Siphoviridae,50605,Streptomyces griseus,"Streptomyces phage Eddasa, complete genome"
MH171097,Streptomyces phage Goby,Likavirus,Siphoviridae,51393,Streptomyces toxytricini,"Streptomyces phage Goby, complete genome"
MH171098,Streptomyces phage Toma,Likavirus,Siphoviridae,51396,Streptomyces toxytricini,"Streptomyces phage Toma, complete genome"
MH172261,Klebsiella virus KP32,Przondovirus,Podoviridae,40635,Klebsiella pneumoniae,"Klebsiella virus KP32 isolate 192, complete genome"
MH172262,Klebsiella virus KP32,Przondovirus,Podoviridae,41161,Klebsiella pneumoniae,"Klebsiella virus KP32 isolate 194, complete genome"
MH172263,Klebsiella virus KP32,Przondovirus,Podoviridae,40540,Klebsiella pneumoniae,"Klebsiella virus KP32 isolate 195, complete genome"
MH172264,Klebsiella virus KP32,Przondovirus,Podoviridae,40337,Klebsiella pneumoniae,"Klebsiella virus KP32 isolate 196, complete genome"
MH178381,Streptomyces phage BayC,Woodruffvirus,Siphoviridae,57243,Streptomyces griseus,"Streptomyces phage BayC, complete genome"
MH178382,Streptomyces phage Salete,Woodruffvirus,Siphoviridae,57243,Streptomyces griseus,"Streptomyces phage Salete, complete genome"
MH183162,Microbacterium phage Hendrix,,Siphoviridae,97757,Microbacterium foliorum,"Microbacterium phage Hendrix, complete genome"
MH191398,Erwinia phage Faunus,,Myoviridae,54065,Erwinia amylovora,"Erwinia phage Faunus, complete genome"
MH203051,Escherichia phage Gostya9,Tequintavirus,Siphoviridae,101665,Escherichia coli,"Escherichia phage Gostya9, complete genome"
MH221128,Salmonella phage STsAS,Seoulvirus,Myoviridae,197215,Salmonella enterica subsp. enterica serovar Typhi,"Salmonella phage STsAS, complete genome"
MH221129,Salmonella phage SPAsTU,Seoulvirus,Myoviridae,250739,Salmonella enterica subsp. enterica serovar Paratyphi A,"Salmonella phage SPAsTU, complete genome"
MH230874,Mycobacterium phage Banjo,Pegunavirus,Siphoviridae,68296,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Banjo, complete genome"
MH230875,Mycobacterium phage CheetO,Pegunavirus,Siphoviridae,68503,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage CheetO, complete genome"
MH230876,Mycobacterium phage ConceptII,Fromanvirus,Siphoviridae,53287,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage ConceptII, complete genome"
MH230877,Mycobacterium phage NorthStar,Fromanvirus,Siphoviridae,51374,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage NorthStar, complete genome"
MH230878,Mycobacterium phage Oogway,Fromanvirus,Siphoviridae,51745,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Oogway, complete genome"
MH230879,Mycobacterium phage Xavia,,Siphoviridae,49808,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Xavia, complete genome"
MH341451,Listeria phage PSU-VKH-LP019,,Siphoviridae,38601,Listeria,"Listeria phage PSU-VKH-LP019, complete genome"
MH341452,Listeria phage PSU-VKH-LP040,,Siphoviridae,39585,Listeria,"Listeria phage PSU-VKH-LP040, complete genome"
MH341453,Listeria phage PSU-VKH-LP041,,Myoviridae,48286,Listeria,"Listeria phage PSU-VKH-LP041, complete genome"
MH243438,Escherichia phage vB_EcoM_NBG1,Mosigvirus,Myoviridae,168869,Escherichia coli,"Escherichia phage vB_EcoM_NBG1, complete genome"
MH243439,Escherichia phage vB_EcoM_NBG2,Tequatrovirus,Myoviridae,166083,Escherichia coli,"Escherichia phage vB_EcoM_NBG2, complete genome"
KY953156,Pectobacterium virus CB5,Phimunavirus,Podoviridae,44549,Pectobacterium atrosepticum,"Pectobacterium phage vB_PatP_CB5, complete genome"
MH077576,Mycobacterium phage AbbyPaige,Fromanvirus,Siphoviridae,53225,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage AbbyPaige, complete genome"
